"pt_id","day","time_group","clustnm","n_cells","fraction"
2051,42,"Day42","C6_CD8 T",156,0.0737937559129612
2051,42,"Day42","C7_cDC2",123,0.0581835383159886
2051,42,"Day42","C8_CD14+BDCA1+PD-L1+ cells",4,0.00189214758751183
2051,42,"Day42","C9_Platelets",295,0.139545884578997
2052,0,"Day0_baseline","C0_CD4 T",986,0.13288409703504
2052,0,"Day0_baseline","C10_Naive CD8 T",120,0.0161725067385445
2052,0,"Day0_baseline","C11_pDC",169,0.0227762803234501
2052,0,"Day0_baseline","C12_Tregs",25,0.00336927223719677
2052,0,"Day0_baseline","C13_cDC1",65,0.00876010781671159
2052,0,"Day0_baseline","C14_Plasmablasts",38,0.00512129380053908
2052,0,"Day0_baseline","C15_HPCs",13,0.00175202156334232
2052,0,"Day0_baseline","C16_NK T",34,0.0045822102425876
2052,0,"Day0_baseline","C17_Naive B",34,0.0045822102425876
2052,0,"Day0_baseline","C1_NK",2202,0.296765498652291
2052,0,"Day0_baseline","C2",10,0.00134770889487871
2052,0,"Day0_baseline","C3_CD14+ monocytes",1038,0.13989218328841
2052,0,"Day0_baseline","C4_CD16+ monocytes",845,0.113881401617251
2052,0,"Day0_baseline","C5_B",303,0.0408355795148248
2052,0,"Day0_baseline","C6_CD8 T",516,0.0695417789757412
2052,0,"Day0_baseline","C7_cDC2",863,0.116307277628032
2052,0,"Day0_baseline","C8_CD14+BDCA1+PD-L1+ cells",6,0.000808625336927224
2052,0,"Day0_baseline","C9_Platelets",153,0.0206199460916442
2052,2,"Early_post_vaccination","C0_CD4 T",702,0.151521692208073
2052,2,"Early_post_vaccination","C10_Naive CD8 T",122,0.0263328296999784
2052,2,"Early_post_vaccination","C11_pDC",87,0.0187783293762141
2052,2,"Early_post_vaccination","C12_Tregs",26,0.00561191452622491
2052,2,"Early_post_vaccination","C13_cDC1",26,0.00561191452622491
2052,2,"Early_post_vaccination","C14_Plasmablasts",25,0.00539607165983164
2052,2,"Early_post_vaccination","C15_HPCs",10,0.00215842866393266
2052,2,"Early_post_vaccination","C16_NK T",24,0.00518022879343838
2052,2,"Early_post_vaccination","C17_Naive B",6,0.00129505719835959
2052,2,"Early_post_vaccination","C1_NK",1351,0.291603712497302
2052,2,"Early_post_vaccination","C2",9,0.00194258579753939
2052,2,"Early_post_vaccination","C3_CD14+ monocytes",704,0.151953377940859
2052,2,"Early_post_vaccination","C4_CD16+ monocytes",418,0.0902223181523851
2052,2,"Early_post_vaccination","C5_B",254,0.0548240880638895
2052,2,"Early_post_vaccination","C6_CD8 T",384,0.082883660695014
2052,2,"Early_post_vaccination","C7_cDC2",235,0.0507230736024174
2052,2,"Early_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",9,0.00194258579753939
2052,2,"Early_post_vaccination","C9_Platelets",241,0.052018130800777
2052,7,"Day7_post_vaccination","C0_CD4 T",887,0.149729912221472
2052,7,"Day7_post_vaccination","C10_Naive CD8 T",138,0.0232950708980419
2052,7,"Day7_post_vaccination","C11_pDC",111,0.0187373396353815
2052,7,"Day7_post_vaccination","C12_Tregs",32,0.00540175557056043
2052,7,"Day7_post_vaccination","C13_cDC1",74,0.012491559756921
2052,7,"Day7_post_vaccination","C14_Plasmablasts",36,0.00607697501688049
2052,7,"Day7_post_vaccination","C15_HPCs",30,0.0050641458474004
2052,7,"Day7_post_vaccination","C16_NK T",24,0.00405131667792032
2052,7,"Day7_post_vaccination","C17_Naive B",10,0.00168804861580013
2052,7,"Day7_post_vaccination","C1_NK",1796,0.303173531397704
2052,7,"Day7_post_vaccination","C2",6,0.00101282916948008
2052,7,"Day7_post_vaccination","C3_CD14+ monocytes",1005,0.169648885887914
2052,7,"Day7_post_vaccination","C4_CD16+ monocytes",363,0.0612761647535449
2052,7,"Day7_post_vaccination","C5_B",266,0.0449020931802836
2052,7,"Day7_post_vaccination","C6_CD8 T",465,0.0784942606347063
2052,7,"Day7_post_vaccination","C7_cDC2",447,0.075455773126266
2052,7,"Day7_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",3,0.00050641458474004
2052,7,"Day7_post_vaccination","C9_Platelets",231,0.0389939230249831
2052,21,"Day21","C0_CD4 T",1297,0.229232944503358
2052,21,"Day21","C10_Naive CD8 T",216,0.0381760339342524
2052,21,"Day21","C11_pDC",59,0.0104277129727819
2052,21,"Day21","C12_Tregs",23,0.0040650406504065
2052,21,"Day21","C13_cDC1",39,0.00689289501590668
2052,21,"Day21","C14_Plasmablasts",21,0.00371155885471898
2052,21,"Day21","C15_HPCs",17,0.00300459526334394
2052,21,"Day21","C16_NK T",30,0.00530222693531283
2052,21,"Day21","C17_Naive B",34,0.00600919052668788
2052,21,"Day21","C1_NK",1222,0.215977377165076
2052,21,"Day21","C2",3,0.000530222693531283
2052,21,"Day21","C3_CD14+ monocytes",921,0.162778366914104
2052,21,"Day21","C4_CD16+ monocytes",257,0.0454224107458466
2052,21,"Day21","C5_B",520,0.0919052668787557
2052,21,"Day21","C6_CD8 T",408,0.0721102863202545
2052,21,"Day21","C7_cDC2",297,0.052492046659597
2052,21,"Day21","C8_CD14+BDCA1+PD-L1+ cells",1,0.000176740897843761
2052,21,"Day21","C9_Platelets",293,0.051785083068222
2052,22,"Day22","C0_CD4 T",602,0.120015948963317
2052,22,"Day22","C10_Naive CD8 T",94,0.0187400318979266
2052,22,"Day22","C11_pDC",121,0.0241228070175439
2052,22,"Day22","C12_Tregs",22,0.0043859649122807
2052,22,"Day22","C13_cDC1",18,0.00358851674641148
2052,22,"Day22","C14_Plasmablasts",13,0.00259170653907496
2052,22,"Day22","C15_HPCs",32,0.00637958532695375
2052,22,"Day22","C16_NK T",28,0.00558213716108453
2052,22,"Day22","C17_Naive B",9,0.00179425837320574
2052,22,"Day22","C1_NK",723,0.144138755980861
2052,22,"Day22","C2",7,0.00139553429027113
2052,22,"Day22","C3_CD14+ monocytes",10,0.00199362041467305
2052,22,"Day22","C4_CD16+ monocytes",378,0.0753588516746412
2052,22,"Day22","C5_B",324,0.0645933014354067
2052,22,"Day22","C6_CD8 T",247,0.0492424242424242
2052,22,"Day22","C7_cDC2",8,0.00159489633173844
2052,22,"Day22","C8_CD14+BDCA1+PD-L1+ cells",1880,0.374800637958533
2052,22,"Day22","C9_Platelets",500,0.0996810207336523
2052,28,"Day28","C0_CD4 T",1008,0.149090371246857
2052,28,"Day28","C10_Naive CD8 T",168,0.0248483952078095
2052,28,"Day28","C11_pDC",192,0.0283981659517823
2052,28,"Day28","C12_Tregs",23,0.00340186362964059
2052,28,"Day28","C13_cDC1",96,0.0141990829758911
2052,28,"Day28","C14_Plasmablasts",45,0.00665582014494897
2052,28,"Day28","C15_HPCs",37,0.00547256323029138
2052,28,"Day28","C16_NK T",45,0.00665582014494897
2052,28,"Day28","C17_Naive B",26,0.00384558497263718
2052,28,"Day28","C1_NK",1768,0.261499778139329
2052,28,"Day28","C2",6,0.000887442685993196
2052,28,"Day28","C3_CD14+ monocytes",1187,0.175565744712321
2052,28,"Day28","C4_CD16+ monocytes",667,0.098654045259577
2052,28,"Day28","C5_B",245,0.0362372430113889
2052,28,"Day28","C6_CD8 T",529,0.0782428634817335
2052,28,"Day28","C7_cDC2",425,0.0628605235911847
2052,28,"Day28","C8_CD14+BDCA1+PD-L1+ cells",13,0.00192279248631859
2052,28,"Day28","C9_Platelets",281,0.041561899127348
2052,42,"Day42","C0_CD4 T",1216,0.198530612244898
2052,42,"Day42","C10_Naive CD8 T",226,0.0368979591836735
2052,42,"Day42","C11_pDC",64,0.0104489795918367
2052,42,"Day42","C12_Tregs",31,0.00506122448979592
2052,42,"Day42","C13_cDC1",64,0.0104489795918367
2052,42,"Day42","C14_Plasmablasts",24,0.00391836734693878
2052,42,"Day42","C15_HPCs",12,0.00195918367346939
2052,42,"Day42","C16_NK T",55,0.00897959183673469
2052,42,"Day42","C17_Naive B",12,0.00195918367346939
2052,42,"Day42","C1_NK",1202,0.196244897959184
2052,42,"Day42","C2",8,0.00130612244897959
2052,42,"Day42","C3_CD14+ monocytes",1307,0.213387755102041
2052,42,"Day42","C4_CD16+ monocytes",359,0.0586122448979592
2052,42,"Day42","C5_B",336,0.0548571428571429
2052,42,"Day42","C6_CD8 T",414,0.0675918367346939
2052,42,"Day42","C7_cDC2",377,0.0615510204081633
2052,42,"Day42","C8_CD14+BDCA1+PD-L1+ cells",5,0.000816326530612245
2052,42,"Day42","C9_Platelets",413,0.0674285714285714
2053,0,"Day0_baseline","C0_CD4 T",1285,0.235650100861911
2053,0,"Day0_baseline","C10_Naive CD8 T",243,0.0445626260773886
2053,0,"Day0_baseline","C11_pDC",79,0.0144874381074638
2053,0,"Day0_baseline","C12_Tregs",72,0.013203741059967
2053,0,"Day0_baseline","C13_cDC1",35,0.00641848523748395
2053,0,"Day0_baseline","C14_Plasmablasts",40,0.00733541169998166
2053,0,"Day0_baseline","C15_HPCs",13,0.00238400880249404
2053,0,"Day0_baseline","C16_NK T",23,0.00421786172748946
2053,0,"Day0_baseline","C17_Naive B",49,0.00898587933247754
2053,0,"Day0_baseline","C1_NK",707,0.129653401797176
2053,0,"Day0_baseline","C2",2,0.000366770584999083
2053,0,"Day0_baseline","C3_CD14+ monocytes",651,0.119383825417202
2053,0,"Day0_baseline","C4_CD16+ monocytes",486,0.0891252521547772
2053,0,"Day0_baseline","C5_B",666,0.122134604804695
2053,0,"Day0_baseline","C6_CD8 T",425,0.0779387493123052
2053,0,"Day0_baseline","C7_cDC2",462,0.0847240051347882
2053,0,"Day0_baseline","C8_CD14+BDCA1+PD-L1+ cells",5,0.000916926462497708
2053,0,"Day0_baseline","C9_Platelets",210,0.0385109114249037
2053,2,"Early_post_vaccination","C0_CD4 T",991,0.138795518207283
2053,2,"Early_post_vaccination","C10_Naive CD8 T",177,0.0247899159663866
2053,2,"Early_post_vaccination","C11_pDC",183,0.0256302521008403
2053,2,"Early_post_vaccination","C12_Tregs",132,0.0184873949579832
2053,2,"Early_post_vaccination","C13_cDC1",22,0.0030812324929972
2053,2,"Early_post_vaccination","C14_Plasmablasts",76,0.0106442577030812
2053,2,"Early_post_vaccination","C15_HPCs",31,0.00434173669467787
2053,2,"Early_post_vaccination","C16_NK T",24,0.00336134453781513
2053,2,"Early_post_vaccination","C17_Naive B",33,0.0046218487394958
2053,2,"Early_post_vaccination","C1_NK",1052,0.14733893557423
2053,2,"Early_post_vaccination","C2",18,0.00252100840336134
2053,2,"Early_post_vaccination","C3_CD14+ monocytes",1053,0.147478991596639
2053,2,"Early_post_vaccination","C4_CD16+ monocytes",1299,0.181932773109244
2053,2,"Early_post_vaccination","C5_B",653,0.0914565826330532
2053,2,"Early_post_vaccination","C6_CD8 T",513,0.0718487394957983
2053,2,"Early_post_vaccination","C7_cDC2",629,0.0880952380952381
2053,2,"Early_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",19,0.00266106442577031
2053,2,"Early_post_vaccination","C9_Platelets",235,0.0329131652661064
2053,7,"Day7_post_vaccination","C0_CD4 T",683,0.129233680227058
2053,7,"Day7_post_vaccination","C10_Naive CD8 T",115,0.021759697256386
2053,7,"Day7_post_vaccination","C11_pDC",56,0.0105960264900662
2053,7,"Day7_post_vaccination","C12_Tregs",87,0.0164616840113529
2053,7,"Day7_post_vaccination","C13_cDC1",22,0.00416272469252602
2053,7,"Day7_post_vaccination","C14_Plasmablasts",53,0.0100283822138127
2053,7,"Day7_post_vaccination","C15_HPCs",13,0.00245979186376537
2053,7,"Day7_post_vaccination","C16_NK T",21,0.00397350993377483
2053,7,"Day7_post_vaccination","C17_Naive B",15,0.00283822138126774
2053,7,"Day7_post_vaccination","C1_NK",1416,0.267928098391675
2053,7,"Day7_post_vaccination","C3_CD14+ monocytes",459,0.0868495742667928
2053,7,"Day7_post_vaccination","C4_CD16+ monocytes",720,0.136234626300851
2053,7,"Day7_post_vaccination","C5_B",432,0.0817407757805109
2053,7,"Day7_post_vaccination","C6_CD8 T",423,0.0800378429517502
2053,7,"Day7_post_vaccination","C7_cDC2",520,0.098391674550615
2053,7,"Day7_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",3,0.000567644276253548
2053,7,"Day7_post_vaccination","C9_Platelets",247,0.0467360454115421
2053,21,"Day21","C0_CD4 T",737,0.121416803953871
2053,21,"Day21","C10_Naive CD8 T",149,0.0245469522240527
2053,21,"Day21","C11_pDC",115,0.0189456342668863
2053,21,"Day21","C12_Tregs",70,0.0115321252059308
2053,21,"Day21","C13_cDC1",32,0.00527182866556837
2053,21,"Day21","C14_Plasmablasts",62,0.0102141680395387
2053,21,"Day21","C15_HPCs",28,0.00461285008237232
2053,21,"Day21","C16_NK T",15,0.00247116968698517
2053,21,"Day21","C17_Naive B",14,0.00230642504118616
2053,21,"Day21","C1_NK",1698,0.279736408566722
2053,21,"Day21","C2",2,0.000329489291598023
2053,21,"Day21","C3_CD14+ monocytes",681,0.112191103789127
2053,21,"Day21","C4_CD16+ monocytes",727,0.119769357495881
2053,21,"Day21","C5_B",408,0.0672158154859967
2053,21,"Day21","C6_CD8 T",528,0.0869851729818781
2053,21,"Day21","C7_cDC2",679,0.111861614497529
2053,21,"Day21","C8_CD14+BDCA1+PD-L1+ cells",2,0.000329489291598023
2053,21,"Day21","C9_Platelets",123,0.0202635914332784
2053,22,"Day22","C0_CD4 T",744,0.128519606149594
2053,22,"Day22","C10_Naive CD8 T",143,0.0247020210744515
2053,22,"Day22","C11_pDC",143,0.0247020210744515
2053,22,"Day22","C12_Tregs",82,0.0141647953014338
2053,22,"Day22","C13_cDC1",49,0.00846432889963724
2053,22,"Day22","C14_Plasmablasts",60,0.0103644843669027
2053,22,"Day22","C15_HPCs",52,0.00898255311798238
2053,22,"Day22","C16_NK T",22,0.00380031093453101
2053,22,"Day22","C17_Naive B",17,0.00293660390395578
2053,22,"Day22","C1_NK",1137,0.196406978752807
2053,22,"Day22","C2",2,0.000345482812230092
2053,22,"Day22","C3_CD14+ monocytes",648,0.11193643116255
2053,22,"Day22","C4_CD16+ monocytes",775,0.13387458973916
2053,22,"Day22","C5_B",296,0.0511314562100535
2053,22,"Day22","C6_CD8 T",373,0.0644325444809121
2053,22,"Day22","C7_cDC2",983,0.16980480221109
2053,22,"Day22","C8_CD14+BDCA1+PD-L1+ cells",3,0.000518224218345137
2053,22,"Day22","C9_Platelets",260,0.0449127655899119
2053,28,"Day28","C0_CD4 T",758,0.132378623821167
2053,28,"Day28","C10_Naive CD8 T",128,0.022354173943416
2053,28,"Day28","C11_pDC",98,0.0171149144254279
2053,28,"Day28","C12_Tregs",151,0.0263709395738736
2053,28,"Day28","C13_cDC1",5,0.000873209919664687
2053,28,"Day28","C14_Plasmablasts",34,0.00593782745371987
2053,28,"Day28","C15_HPCs",40,0.0069856793573175
2053,28,"Day28","C16_NK T",16,0.002794271742927
2053,28,"Day28","C17_Naive B",16,0.002794271742927
2053,28,"Day28","C1_NK",98,0.0171149144254279
2053,28,"Day28","C2",1,0.000174641983932937
2053,28,"Day28","C4_CD16+ monocytes",422,0.0736989172196996
2053,28,"Day28","C5_B",812,0.141809290953545
2053,28,"Day28","C6_CD8 T",162,0.0282920013971359
2053,28,"Day28","C7_cDC2",2,0.000349283967865875
2053,28,"Day28","C8_CD14+BDCA1+PD-L1+ cells",2737,0.47799511002445
2053,28,"Day28","C9_Platelets",246,0.0429619280475026
2053,42,"Day42","C0_CD4 T",898,0.187513050741282
2053,42,"Day42","C10_Naive CD8 T",171,0.0357068281478388
2053,42,"Day42","C11_pDC",75,0.0156608895385258
2053,42,"Day42","C12_Tregs",26,0.00542910837335561
2053,42,"Day42","C13_cDC1",33,0.00689079139695135
2053,42,"Day42","C14_Plasmablasts",23,0.00480267279181457
2053,42,"Day42","C15_HPCs",21,0.00438504907078722
2053,42,"Day42","C16_NK T",11,0.00229693046565045
2053,42,"Day42","C17_Naive B",17,0.00354980162873251
2053,42,"Day42","C1_NK",924,0.192942159114638
2053,42,"Day42","C3_CD14+ monocytes",729,0.152223846314471
2053,42,"Day42","C4_CD16+ monocytes",472,0.0985591981624556
2053,42,"Day42","C5_B",307,0.0641052411776989
2053,42,"Day42","C6_CD8 T",311,0.0649404886197536
2053,42,"Day42","C7_cDC2",586,0.122363750261015
2053,42,"Day42","C8_CD14+BDCA1+PD-L1+ cells",8,0.00167049488410942
2053,42,"Day42","C9_Platelets",177,0.0369596993109209
2055,0,"Day0_baseline","C0_CD4 T",1510,0.394874476987448
2055,0,"Day0_baseline","C10_Naive CD8 T",435,0.113755230125523
2055,0,"Day0_baseline","C11_pDC",39,0.0101987447698745
2055,0,"Day0_baseline","C12_Tregs",20,0.00523012552301255
2055,0,"Day0_baseline","C13_cDC1",16,0.00418410041841004
2055,0,"Day0_baseline","C14_Plasmablasts",4,0.00104602510460251
2055,0,"Day0_baseline","C15_HPCs",13,0.00339958158995816
2055,0,"Day0_baseline","C16_NK T",7,0.00183054393305439
2055,0,"Day0_baseline","C17_Naive B",39,0.0101987447698745
2055,0,"Day0_baseline","C1_NK",264,0.0690376569037657
2055,0,"Day0_baseline","C2",19,0.00496861924686192
2055,0,"Day0_baseline","C3_CD14+ monocytes",333,0.087081589958159
2055,0,"Day0_baseline","C4_CD16+ monocytes",101,0.0264121338912134
2055,0,"Day0_baseline","C5_B",525,0.13729079497908
2055,0,"Day0_baseline","C6_CD8 T",209,0.0546548117154812
2055,0,"Day0_baseline","C7_cDC2",126,0.0329497907949791
2055,0,"Day0_baseline","C8_CD14+BDCA1+PD-L1+ cells",4,0.00104602510460251
2055,0,"Day0_baseline","C9_Platelets",160,0.0418410041841004
2055,2,"Early_post_vaccination","C0_CD4 T",16,0.307692307692308
2055,2,"Early_post_vaccination","C10_Naive CD8 T",4,0.0769230769230769
2055,2,"Early_post_vaccination","C15_HPCs",2,0.0384615384615385
2055,2,"Early_post_vaccination","C1_NK",4,0.0769230769230769
2055,2,"Early_post_vaccination","C3_CD14+ monocytes",4,0.0769230769230769
2055,2,"Early_post_vaccination","C4_CD16+ monocytes",1,0.0192307692307692
2055,2,"Early_post_vaccination","C5_B",12,0.230769230769231
2055,2,"Early_post_vaccination","C7_cDC2",4,0.0769230769230769
2055,2,"Early_post_vaccination","C8_CD14+BDCA1+PD-L1+ cells",1,0.0192307692307692
2055,2,"Early_post_vaccination","C9_Platelets",4,0.0769230769230769
2055,7,"Day7_post_vaccination","C11_pDC",10,0.00046356387910254
2055,7,"Day7_post_vaccination","C2",21558,0.999351010569256
2055,7,"Day7_post_vaccination","C3_CD14+ monocytes",1,4.6356387910254e-05
2055,7,"Day7_post_vaccination","C6_CD8 T",2,9.27127758205081e-05
2055,7,"Day7_post_vaccination","C7_cDC2",1,4.6356387910254e-05
2055,21,"Day21","C0_CD4 T",5,0.000424664515033124
2055,21,"Day21","C10_Naive CD8 T",2,0.00016986580601325
2055,21,"Day21","C11_pDC",6,0.000509597418039749
2055,21,"Day21","C14_Plasmablasts",2,0.00016986580601325
2055,21,"Day21","C1_NK",2,0.00016986580601325
2055,21,"Day21","C2",11744,0.997452012909801
2055,21,"Day21","C3_CD14+ monocytes",5,0.000424664515033124
2055,21,"Day21","C5_B",2,0.00016986580601325
2055,21,"Day21","C6_CD8 T",1,8.49329030066248e-05
2055,21,"Day21","C9_Platelets",5,0.000424664515033124
2055,22,"Day22","C0_CD4 T",624,0.199871877001922
2055,22,"Day22","C10_Naive CD8 T",209,0.066944266495836
2055,22,"Day22","C11_pDC",68,0.0217809096732864
2055,22,"Day22","C12_Tregs",33,0.0105701473414478
2055,22,"Day22","C13_cDC1",7,0.00224215246636771
2055,22,"Day22","C14_Plasmablasts",4,0.00128122998078155
2055,22,"Day22","C15_HPCs",50,0.0160153747597694
2055,22,"Day22","C16_NK T",4,0.00128122998078155
2055,22,"Day22","C17_Naive B",20,0.00640614990390775
2055,22,"Day22","C1_NK",106,0.0339525944907111
2055,22,"Day22","C4_CD16+ monocytes",53,0.0169762972453555
2055,22,"Day22","C5_B",579,0.185458039718129
2055,22,"Day22","C6_CD8 T",99,0.0317104420243434
2055,22,"Day22","C7_cDC2",2,0.000640614990390775
2055,22,"Day22","C8_CD14+BDCA1+PD-L1+ cells",968,0.310057655349135
2055,22,"Day22","C9_Platelets",296,0.0948110185778347
2055,28,"Day28","C0_CD4 T",1578,0.353494623655914
2055,28,"Day28","C10_Naive CD8 T",421,0.0943100358422939
2055,28,"Day28","C11_pDC",110,0.0246415770609319
2055,28,"Day28","C12_Tregs",31,0.00694444444444444
2055,28,"Day28","C13_cDC1",9,0.00201612903225806
2055,28,"Day28","C14_Plasmablasts",4,0.000896057347670251
2055,28,"Day28","C15_HPCs",51,0.0114247311827957
2055,28,"Day28","C16_NK T",22,0.00492831541218638
2055,28,"Day28","C17_Naive B",38,0.00851254480286738
2055,28,"Day28","C1_NK",113,0.0253136200716846
2055,28,"Day28","C2",1,0.000224014336917563
2055,28,"Day28","C3_CD14+ monocytes",1,0.000224014336917563
2055,28,"Day28","C4_CD16+ monocytes",57,0.0127688172043011
2055,28,"Day28","C5_B",754,0.168906810035842
2055,28,"Day28","C6_CD8 T",153,0.0342741935483871
2055,28,"Day28","C7_cDC2",1,0.000224014336917563
2055,28,"Day28","C8_CD14+BDCA1+PD-L1+ cells",834,0.186827956989247
2055,28,"Day28","C9_Platelets",286,0.0640681003584229
2055,42,"Day42","C0_CD4 T",992,0.225762403277196
2055,42,"Day42","C10_Naive CD8 T",370,0.0842057350933091
2055,42,"Day42","C11_pDC",69,0.015703231679563
2055,42,"Day42","C12_Tregs",25,0.00568957669549386
2055,42,"Day42","C13_cDC1",17,0.00386891215293582
2055,42,"Day42","C14_Plasmablasts",12,0.00273099681383705
2055,42,"Day42","C15_HPCs",35,0.0079654073736914
2055,42,"Day42","C16_NK T",18,0.00409649522075558
2055,42,"Day42","C17_Naive B",40,0.00910332271279017
2055,42,"Day42","C1_NK",512,0.116522530723714
2055,42,"Day42","C2",3,0.000682749203459263
2055,42,"Day42","C3_CD14+ monocytes",438,0.0996813837050523
2055,42,"Day42","C4_CD16+ monocytes",253,0.0575785161583978
2055,42,"Day42","C5_B",659,0.149977241693218
2055,42,"Day42","C6_CD8 T",341,0.0776058261265362
2055,42,"Day42","C7_cDC2",414,0.0942193900773782
2055,42,"Day42","C8_CD14+BDCA1+PD-L1+ cells",5,0.00113791533909877
2055,42,"Day42","C9_Platelets",191,0.0434683659535731
