"pair_id","patient_id","lnp_id","validation_group","fold"
"PAIR_02911","VP_136","LNP_0084","lnp_id",1
"PAIR_02912","VP_118","LNP_0234","lnp_id",3
"PAIR_02913","VP_023","LNP_0297","lnp_id",4
"PAIR_02914","VP_109","LNP_0335","lnp_id",1
"PAIR_02915","VP_042","LNP_0274","lnp_id",4
"PAIR_02916","VP_029","LNP_0294","lnp_id",4
"PAIR_02917","VP_127","LNP_0116","lnp_id",1
"PAIR_02918","VP_180","LNP_0227","lnp_id",1
"PAIR_02919","VP_128","LNP_0232","lnp_id",4
"PAIR_02920","VP_179","LNP_0095","lnp_id",2
"PAIR_02921","VP_004","LNP_0378","lnp_id",5
"PAIR_02922","VP_173","LNP_0005","lnp_id",5
"PAIR_02923","VP_015","LNP_0401","lnp_id",5
"PAIR_02924","VP_163","LNP_0324","lnp_id",3
"PAIR_02925","VP_178","LNP_0323","lnp_id",5
"PAIR_02926","VP_032","LNP_0310","lnp_id",1
"PAIR_02927","VP_196","LNP_0245","lnp_id",5
"PAIR_02928","VP_017","LNP_0429","lnp_id",2
"PAIR_02929","VP_084","LNP_0058","lnp_id",3
"PAIR_02930","VP_063","LNP_0018","lnp_id",1
"PAIR_02931","VP_144","LNP_0004","lnp_id",2
"PAIR_02932","VP_031","LNP_0166","lnp_id",1
"PAIR_02933","VP_100","LNP_0017","lnp_id",4
"PAIR_02934","VP_110","LNP_0406","lnp_id",3
"PAIR_02935","VP_070","LNP_0334","lnp_id",4
"PAIR_02936","VP_069","LNP_0082","lnp_id",2
"PAIR_02937","VP_034","LNP_0119","lnp_id",5
"PAIR_02938","VP_084","LNP_0312","lnp_id",2
"PAIR_02939","VP_150","LNP_0471","lnp_id",2
"PAIR_02940","VP_139","LNP_0367","lnp_id",3
"PAIR_02941","VP_130","LNP_0102","lnp_id",3
"PAIR_02942","VP_101","LNP_0192","lnp_id",1
"PAIR_02943","VP_157","LNP_0162","lnp_id",2
"PAIR_02944","VP_131","LNP_0471","lnp_id",2
"PAIR_02945","VP_121","LNP_0156","lnp_id",3
"PAIR_02946","VP_069","LNP_0229","lnp_id",1
"PAIR_02947","VP_132","LNP_0214","lnp_id",3
"PAIR_02948","VP_062","LNP_0440","lnp_id",3
"PAIR_02949","VP_147","LNP_0265","lnp_id",3
"PAIR_02950","VP_123","LNP_0140","lnp_id",4
"PAIR_02951","VP_111","LNP_0080","lnp_id",4
"PAIR_02952","VP_069","LNP_0258","lnp_id",5
"PAIR_02953","VP_018","LNP_0337","lnp_id",3
"PAIR_02954","VP_142","LNP_0030","lnp_id",5
"PAIR_02955","VP_120","LNP_0347","lnp_id",4
"PAIR_02956","VP_184","LNP_0088","lnp_id",1
"PAIR_02957","VP_139","LNP_0235","lnp_id",2
"PAIR_02958","VP_189","LNP_0284","lnp_id",2
"PAIR_02959","VP_163","LNP_0142","lnp_id",4
"PAIR_02960","VP_171","LNP_0257","lnp_id",3
"PAIR_02961","VP_114","LNP_0011","lnp_id",5
"PAIR_02962","VP_126","LNP_0285","lnp_id",1
"PAIR_02963","VP_180","LNP_0262","lnp_id",4
"PAIR_02964","VP_038","LNP_0063","lnp_id",1
"PAIR_02965","VP_193","LNP_0335","lnp_id",1
"PAIR_02966","VP_070","LNP_0202","lnp_id",1
"PAIR_02967","VP_026","LNP_0236","lnp_id",5
"PAIR_02968","VP_004","LNP_0163","lnp_id",1
"PAIR_02969","VP_082","LNP_0291","lnp_id",5
"PAIR_02970","VP_171","LNP_0068","lnp_id",2
"PAIR_02971","VP_116","LNP_0257","lnp_id",3
"PAIR_02972","VP_107","LNP_0192","lnp_id",1
"PAIR_02973","VP_046","LNP_0497","lnp_id",5
"PAIR_02974","VP_158","LNP_0256","lnp_id",2
"PAIR_02975","VP_070","LNP_0135","lnp_id",4
"PAIR_02976","VP_196","LNP_0266","lnp_id",2
"PAIR_02977","VP_012","LNP_0431","lnp_id",2
"PAIR_02978","VP_112","LNP_0115","lnp_id",4
"PAIR_02979","VP_181","LNP_0044","lnp_id",2
"PAIR_02980","VP_029","LNP_0323","lnp_id",5
"PAIR_02981","VP_042","LNP_0428","lnp_id",1
"PAIR_02982","VP_052","LNP_0077","lnp_id",3
"PAIR_02983","VP_135","LNP_0216","lnp_id",1
"PAIR_02984","VP_071","LNP_0497","lnp_id",5
"PAIR_02985","VP_103","LNP_0091","lnp_id",3
"PAIR_02986","VP_112","LNP_0041","lnp_id",1
"PAIR_02987","VP_104","LNP_0332","lnp_id",5
"PAIR_02988","VP_163","LNP_0389","lnp_id",3
"PAIR_02989","VP_134","LNP_0466","lnp_id",3
"PAIR_02990","VP_169","LNP_0049","lnp_id",3
"PAIR_02991","VP_031","LNP_0327","lnp_id",5
"PAIR_02992","VP_130","LNP_0184","lnp_id",5
"PAIR_02993","VP_123","LNP_0434","lnp_id",3
"PAIR_02994","VP_173","LNP_0320","lnp_id",2
"PAIR_02995","VP_120","LNP_0335","lnp_id",1
"PAIR_02996","VP_030","LNP_0305","lnp_id",3
"PAIR_02997","VP_127","LNP_0328","lnp_id",3
"PAIR_02998","VP_001","LNP_0386","lnp_id",1
"PAIR_02999","VP_111","LNP_0227","lnp_id",1
"PAIR_03000","VP_008","LNP_0274","lnp_id",4
"PAIR_03001","VP_062","LNP_0284","lnp_id",2
"PAIR_03002","VP_171","LNP_0353","lnp_id",3
"PAIR_03003","VP_173","LNP_0057","lnp_id",5
"PAIR_03004","VP_045","LNP_0095","lnp_id",2
"PAIR_03005","VP_105","LNP_0312","lnp_id",2
"PAIR_03006","VP_101","LNP_0425","lnp_id",5
"PAIR_03007","VP_116","LNP_0175","lnp_id",1
"PAIR_03008","VP_065","LNP_0070","lnp_id",4
"PAIR_03009","VP_137","LNP_0406","lnp_id",3
"PAIR_03010","VP_031","LNP_0433","lnp_id",1
"PAIR_03011","VP_006","LNP_0212","lnp_id",4
"PAIR_03012","VP_106","LNP_0044","lnp_id",2
"PAIR_03013","VP_070","LNP_0314","lnp_id",3
"PAIR_03014","VP_187","LNP_0299","lnp_id",3
"PAIR_03015","VP_132","LNP_0237","lnp_id",4
"PAIR_03016","VP_011","LNP_0286","lnp_id",4
"PAIR_03017","VP_140","LNP_0324","lnp_id",3
"PAIR_03018","VP_089","LNP_0188","lnp_id",5
"PAIR_03019","VP_091","LNP_0141","lnp_id",5
"PAIR_03020","VP_144","LNP_0106","lnp_id",4
"PAIR_03021","VP_021","LNP_0241","lnp_id",1
"PAIR_03022","VP_031","LNP_0298","lnp_id",3
"PAIR_03023","VP_146","LNP_0107","lnp_id",1
"PAIR_03024","VP_162","LNP_0429","lnp_id",2
"PAIR_03025","VP_146","LNP_0129","lnp_id",3
"PAIR_03026","VP_072","LNP_0103","lnp_id",5
"PAIR_03027","VP_157","LNP_0099","lnp_id",5
"PAIR_03028","VP_037","LNP_0369","lnp_id",2
"PAIR_03029","VP_191","LNP_0292","lnp_id",3
"PAIR_03030","VP_169","LNP_0289","lnp_id",1
"PAIR_03031","VP_099","LNP_0477","lnp_id",5
"PAIR_03032","VP_101","LNP_0333","lnp_id",2
"PAIR_03033","VP_034","LNP_0063","lnp_id",1
"PAIR_03034","VP_191","LNP_0305","lnp_id",3
"PAIR_03035","VP_091","LNP_0034","lnp_id",5
"PAIR_03036","VP_004","LNP_0306","lnp_id",2
"PAIR_03037","VP_094","LNP_0261","lnp_id",1
"PAIR_03038","VP_117","LNP_0391","lnp_id",2
"PAIR_03039","VP_001","LNP_0072","lnp_id",2
"PAIR_03040","VP_097","LNP_0254","lnp_id",2
"PAIR_03041","VP_160","LNP_0328","lnp_id",3
"PAIR_03042","VP_140","LNP_0338","lnp_id",2
"PAIR_03043","VP_075","LNP_0145","lnp_id",3
"PAIR_03044","VP_140","LNP_0467","lnp_id",3
"PAIR_03045","VP_128","LNP_0242","lnp_id",1
"PAIR_03046","VP_011","LNP_0225","lnp_id",1
"PAIR_03047","VP_015","LNP_0217","lnp_id",4
"PAIR_03048","VP_156","LNP_0224","lnp_id",1
"PAIR_03049","VP_126","LNP_0282","lnp_id",1
"PAIR_03050","VP_062","LNP_0257","lnp_id",3
"PAIR_03051","VP_187","LNP_0180","lnp_id",4
"PAIR_03052","VP_151","LNP_0164","lnp_id",4
"PAIR_03053","VP_197","LNP_0306","lnp_id",2
"PAIR_03054","VP_155","LNP_0429","lnp_id",2
"PAIR_03055","VP_183","LNP_0247","lnp_id",1
"PAIR_03056","VP_085","LNP_0104","lnp_id",5
"PAIR_03057","VP_020","LNP_0198","lnp_id",2
"PAIR_03058","VP_163","LNP_0141","lnp_id",5
"PAIR_03059","VP_115","LNP_0147","lnp_id",1
"PAIR_03060","VP_155","LNP_0112","lnp_id",3
"PAIR_03061","VP_067","LNP_0498","lnp_id",4
"PAIR_03062","VP_005","LNP_0096","lnp_id",2
"PAIR_03063","VP_018","LNP_0018","lnp_id",1
"PAIR_03064","VP_184","LNP_0454","lnp_id",5
"PAIR_03065","VP_158","LNP_0137","lnp_id",3
"PAIR_03066","VP_165","LNP_0300","lnp_id",2
"PAIR_03067","VP_195","LNP_0146","lnp_id",1
"PAIR_03068","VP_168","LNP_0239","lnp_id",4
"PAIR_03069","VP_117","LNP_0352","lnp_id",4
"PAIR_03070","VP_077","LNP_0184","lnp_id",5
"PAIR_03071","VP_083","LNP_0285","lnp_id",1
"PAIR_03072","VP_036","LNP_0413","lnp_id",5
"PAIR_03073","VP_059","LNP_0280","lnp_id",1
"PAIR_03074","VP_095","LNP_0171","lnp_id",3
"PAIR_03075","VP_017","LNP_0396","lnp_id",3
"PAIR_03076","VP_196","LNP_0014","lnp_id",5
"PAIR_03077","VP_087","LNP_0479","lnp_id",5
"PAIR_03078","VP_105","LNP_0238","lnp_id",4
"PAIR_03079","VP_142","LNP_0293","lnp_id",4
"PAIR_03080","VP_139","LNP_0273","lnp_id",3
"PAIR_03081","VP_054","LNP_0300","lnp_id",2
"PAIR_03082","VP_133","LNP_0271","lnp_id",4
"PAIR_03083","VP_126","LNP_0347","lnp_id",4
"PAIR_03084","VP_043","LNP_0445","lnp_id",1
"PAIR_03085","VP_012","LNP_0226","lnp_id",2
"PAIR_03086","VP_070","LNP_0342","lnp_id",4
"PAIR_03087","VP_163","LNP_0004","lnp_id",2
"PAIR_03088","VP_015","LNP_0479","lnp_id",5
"PAIR_03089","VP_017","LNP_0245","lnp_id",5
"PAIR_03090","VP_071","LNP_0274","lnp_id",4
"PAIR_03091","VP_193","LNP_0325","lnp_id",4
"PAIR_03092","VP_122","LNP_0375","lnp_id",4
"PAIR_03093","VP_146","LNP_0051","lnp_id",1
"PAIR_03094","VP_067","LNP_0321","lnp_id",2
"PAIR_03095","VP_009","LNP_0111","lnp_id",4
"PAIR_03096","VP_011","LNP_0410","lnp_id",2
"PAIR_03097","VP_148","LNP_0383","lnp_id",1
"PAIR_03098","VP_177","LNP_0162","lnp_id",2
"PAIR_03099","VP_151","LNP_0058","lnp_id",3
"PAIR_03100","VP_123","LNP_0001","lnp_id",1
"PAIR_03101","VP_175","LNP_0219","lnp_id",3
"PAIR_03102","VP_114","LNP_0247","lnp_id",1
"PAIR_03103","VP_154","LNP_0257","lnp_id",3
"PAIR_03104","VP_164","LNP_0345","lnp_id",3
"PAIR_03105","VP_011","LNP_0051","lnp_id",1
"PAIR_03106","VP_172","LNP_0246","lnp_id",2
"PAIR_03107","VP_077","LNP_0009","lnp_id",5
"PAIR_03108","VP_107","LNP_0217","lnp_id",4
"PAIR_03109","VP_200","LNP_0158","lnp_id",5
"PAIR_03110","VP_179","LNP_0039","lnp_id",1
"PAIR_03111","VP_080","LNP_0479","lnp_id",5
"PAIR_03112","VP_079","LNP_0101","lnp_id",2
"PAIR_03113","VP_149","LNP_0341","lnp_id",5
"PAIR_03114","VP_095","LNP_0092","lnp_id",3
"PAIR_03115","VP_052","LNP_0278","lnp_id",4
"PAIR_03116","VP_165","LNP_0347","lnp_id",4
"PAIR_03117","VP_071","LNP_0320","lnp_id",2
"PAIR_03118","VP_031","LNP_0157","lnp_id",3
"PAIR_03119","VP_125","LNP_0128","lnp_id",1
"PAIR_03120","VP_031","LNP_0209","lnp_id",4
"PAIR_03121","VP_178","LNP_0184","lnp_id",5
"PAIR_03122","VP_178","LNP_0455","lnp_id",2
"PAIR_03123","VP_016","LNP_0038","lnp_id",4
"PAIR_03124","VP_011","LNP_0179","lnp_id",4
"PAIR_03125","VP_137","LNP_0297","lnp_id",4
"PAIR_03126","VP_189","LNP_0438","lnp_id",5
"PAIR_03127","VP_001","LNP_0198","lnp_id",2
"PAIR_03128","VP_153","LNP_0464","lnp_id",5
"PAIR_03129","VP_178","LNP_0254","lnp_id",2
"PAIR_03130","VP_155","LNP_0017","lnp_id",4
"PAIR_03131","VP_064","LNP_0252","lnp_id",3
"PAIR_03132","VP_061","LNP_0402","lnp_id",1
"PAIR_03133","VP_156","LNP_0229","lnp_id",1
"PAIR_03134","VP_166","LNP_0446","lnp_id",1
"PAIR_03135","VP_162","LNP_0313","lnp_id",5
"PAIR_03136","VP_028","LNP_0127","lnp_id",1
"PAIR_03137","VP_133","LNP_0087","lnp_id",2
"PAIR_03138","VP_185","LNP_0233","lnp_id",2
"PAIR_03139","VP_116","LNP_0429","lnp_id",2
"PAIR_03140","VP_003","LNP_0166","lnp_id",1
"PAIR_03141","VP_133","LNP_0270","lnp_id",1
"PAIR_03142","VP_157","LNP_0428","lnp_id",1
"PAIR_03143","VP_200","LNP_0157","lnp_id",3
"PAIR_03144","VP_131","LNP_0119","lnp_id",5
"PAIR_03145","VP_046","LNP_0435","lnp_id",1
"PAIR_03146","VP_062","LNP_0300","lnp_id",2
"PAIR_03147","VP_014","LNP_0435","lnp_id",1
"PAIR_03148","VP_195","LNP_0003","lnp_id",4
"PAIR_03149","VP_082","LNP_0014","lnp_id",5
"PAIR_03150","VP_123","LNP_0485","lnp_id",3
"PAIR_03151","VP_077","LNP_0181","lnp_id",3
"PAIR_03152","VP_130","LNP_0270","lnp_id",1
"PAIR_03153","VP_046","LNP_0357","lnp_id",2
"PAIR_03154","VP_114","LNP_0292","lnp_id",3
"PAIR_03155","VP_058","LNP_0163","lnp_id",1
"PAIR_03156","VP_070","LNP_0422","lnp_id",3
"PAIR_03157","VP_016","LNP_0299","lnp_id",3
"PAIR_03158","VP_001","LNP_0082","lnp_id",2
"PAIR_03159","VP_035","LNP_0121","lnp_id",1
"PAIR_03160","VP_160","LNP_0344","lnp_id",5
"PAIR_03161","VP_029","LNP_0107","lnp_id",1
"PAIR_03162","VP_183","LNP_0397","lnp_id",2
"PAIR_03163","VP_119","LNP_0247","lnp_id",1
"PAIR_03164","VP_019","LNP_0021","lnp_id",2
"PAIR_03165","VP_186","LNP_0155","lnp_id",5
"PAIR_03166","VP_012","LNP_0169","lnp_id",1
"PAIR_03167","VP_082","LNP_0119","lnp_id",5
"PAIR_03168","VP_068","LNP_0374","lnp_id",2
"PAIR_03169","VP_149","LNP_0007","lnp_id",3
"PAIR_03170","VP_110","LNP_0155","lnp_id",5
"PAIR_03171","VP_107","LNP_0189","lnp_id",2
"PAIR_03172","VP_159","LNP_0477","lnp_id",5
"PAIR_03173","VP_061","LNP_0122","lnp_id",3
"PAIR_03174","VP_078","LNP_0429","lnp_id",2
"PAIR_03175","VP_200","LNP_0228","lnp_id",1
"PAIR_03176","VP_170","LNP_0066","lnp_id",2
"PAIR_03177","VP_046","LNP_0487","lnp_id",5
"PAIR_03178","VP_159","LNP_0255","lnp_id",4
"PAIR_03179","VP_179","LNP_0279","lnp_id",5
"PAIR_03180","VP_117","LNP_0319","lnp_id",3
"PAIR_03181","VP_056","LNP_0057","lnp_id",5
"PAIR_03182","VP_170","LNP_0391","lnp_id",2
"PAIR_03183","VP_147","LNP_0051","lnp_id",1
"PAIR_03184","VP_175","LNP_0060","lnp_id",3
"PAIR_03185","VP_017","LNP_0359","lnp_id",2
"PAIR_03186","VP_162","LNP_0392","lnp_id",5
"PAIR_03187","VP_186","LNP_0247","lnp_id",1
"PAIR_03188","VP_121","LNP_0181","lnp_id",3
"PAIR_03189","VP_106","LNP_0258","lnp_id",5
"PAIR_03190","VP_177","LNP_0479","lnp_id",5
"PAIR_03191","VP_018","LNP_0204","lnp_id",3
"PAIR_03192","VP_067","LNP_0074","lnp_id",2
"PAIR_03193","VP_186","LNP_0317","lnp_id",4
"PAIR_03194","VP_088","LNP_0499","lnp_id",3
"PAIR_03195","VP_066","LNP_0319","lnp_id",3
"PAIR_03196","VP_173","LNP_0078","lnp_id",1
"PAIR_03197","VP_067","LNP_0408","lnp_id",4
"PAIR_03198","VP_144","LNP_0137","lnp_id",3
"PAIR_03199","VP_149","LNP_0184","lnp_id",5
"PAIR_03200","VP_170","LNP_0187","lnp_id",2
"PAIR_03201","VP_090","LNP_0233","lnp_id",2
"PAIR_03202","VP_046","LNP_0142","lnp_id",4
"PAIR_03203","VP_035","LNP_0411","lnp_id",1
"PAIR_03204","VP_036","LNP_0059","lnp_id",1
"PAIR_03205","VP_065","LNP_0042","lnp_id",4
"PAIR_03206","VP_102","LNP_0152","lnp_id",4
"PAIR_03207","VP_103","LNP_0144","lnp_id",5
"PAIR_03208","VP_026","LNP_0272","lnp_id",1
"PAIR_03209","VP_094","LNP_0100","lnp_id",2
"PAIR_03210","VP_021","LNP_0196","lnp_id",2
"PAIR_03211","VP_164","LNP_0391","lnp_id",2
"PAIR_03212","VP_025","LNP_0306","lnp_id",2
"PAIR_03213","VP_087","LNP_0051","lnp_id",1
"PAIR_03214","VP_183","LNP_0286","lnp_id",4
"PAIR_03215","VP_076","LNP_0393","lnp_id",4
"PAIR_03216","VP_055","LNP_0483","lnp_id",3
"PAIR_03217","VP_007","LNP_0413","lnp_id",5
"PAIR_03218","VP_021","LNP_0079","lnp_id",2
"PAIR_03219","VP_089","LNP_0443","lnp_id",5
"PAIR_03220","VP_152","LNP_0219","lnp_id",3
"PAIR_03221","VP_057","LNP_0047","lnp_id",5
"PAIR_03222","VP_091","LNP_0365","lnp_id",2
"PAIR_03223","VP_111","LNP_0078","lnp_id",1
"PAIR_03224","VP_051","LNP_0244","lnp_id",4
"PAIR_03225","VP_038","LNP_0274","lnp_id",4
"PAIR_03226","VP_051","LNP_0481","lnp_id",1
"PAIR_03227","VP_187","LNP_0048","lnp_id",1
"PAIR_03228","VP_018","LNP_0066","lnp_id",2
"PAIR_03229","VP_142","LNP_0467","lnp_id",3
"PAIR_03230","VP_117","LNP_0023","lnp_id",1
"PAIR_03231","VP_102","LNP_0164","lnp_id",4
"PAIR_03232","VP_176","LNP_0415","lnp_id",2
"PAIR_03233","VP_043","LNP_0354","lnp_id",4
"PAIR_03234","VP_049","LNP_0245","lnp_id",5
"PAIR_03235","VP_168","LNP_0282","lnp_id",1
"PAIR_03236","VP_029","LNP_0107","lnp_id",1
"PAIR_03237","VP_151","LNP_0381","lnp_id",4
"PAIR_03238","VP_071","LNP_0276","lnp_id",5
"PAIR_03239","VP_132","LNP_0442","lnp_id",5
"PAIR_03240","VP_188","LNP_0416","lnp_id",1
"PAIR_03241","VP_154","LNP_0163","lnp_id",1
"PAIR_03242","VP_145","LNP_0005","lnp_id",5
"PAIR_03243","VP_188","LNP_0257","lnp_id",3
"PAIR_03244","VP_158","LNP_0025","lnp_id",3
"PAIR_03245","VP_161","LNP_0147","lnp_id",1
"PAIR_03246","VP_166","LNP_0187","lnp_id",2
"PAIR_03247","VP_162","LNP_0443","lnp_id",5
"PAIR_03248","VP_170","LNP_0359","lnp_id",2
"PAIR_03249","VP_122","LNP_0170","lnp_id",5
"PAIR_03250","VP_050","LNP_0318","lnp_id",3
"PAIR_03251","VP_097","LNP_0354","lnp_id",4
"PAIR_03252","VP_114","LNP_0257","lnp_id",3
"PAIR_03253","VP_162","LNP_0097","lnp_id",5
"PAIR_03254","VP_170","LNP_0293","lnp_id",4
"PAIR_03255","VP_075","LNP_0064","lnp_id",5
"PAIR_03256","VP_158","LNP_0446","lnp_id",1
"PAIR_03257","VP_136","LNP_0421","lnp_id",4
"PAIR_03258","VP_188","LNP_0155","lnp_id",5
"PAIR_03259","VP_183","LNP_0201","lnp_id",3
"PAIR_03260","VP_117","LNP_0338","lnp_id",2
"PAIR_03261","VP_078","LNP_0029","lnp_id",1
"PAIR_03262","VP_132","LNP_0008","lnp_id",4
"PAIR_03263","VP_026","LNP_0225","lnp_id",1
"PAIR_03264","VP_178","LNP_0059","lnp_id",1
"PAIR_03265","VP_108","LNP_0357","lnp_id",2
"PAIR_03266","VP_164","LNP_0485","lnp_id",3
"PAIR_03267","VP_125","LNP_0475","lnp_id",1
"PAIR_03268","VP_081","LNP_0274","lnp_id",4
"PAIR_03269","VP_010","LNP_0480","lnp_id",2
"PAIR_03270","VP_179","LNP_0213","lnp_id",2
"PAIR_03271","VP_122","LNP_0382","lnp_id",3
"PAIR_03272","VP_058","LNP_0257","lnp_id",3
"PAIR_03273","VP_065","LNP_0361","lnp_id",4
"PAIR_03274","VP_142","LNP_0433","lnp_id",1
"PAIR_03275","VP_197","LNP_0348","lnp_id",4
"PAIR_03276","VP_077","LNP_0371","lnp_id",4
"PAIR_03277","VP_079","LNP_0169","lnp_id",1
"PAIR_03278","VP_180","LNP_0378","lnp_id",5
"PAIR_03279","VP_188","LNP_0425","lnp_id",5
"PAIR_03280","VP_084","LNP_0446","lnp_id",1
"PAIR_03281","VP_105","LNP_0462","lnp_id",4
"PAIR_03282","VP_148","LNP_0246","lnp_id",2
"PAIR_03283","VP_199","LNP_0449","lnp_id",3
"PAIR_03284","VP_117","LNP_0168","lnp_id",3
"PAIR_03285","VP_032","LNP_0241","lnp_id",1
"PAIR_03286","VP_172","LNP_0485","lnp_id",3
"PAIR_03287","VP_021","LNP_0333","lnp_id",2
"PAIR_03288","VP_184","LNP_0019","lnp_id",4
"PAIR_03289","VP_160","LNP_0130","lnp_id",4
"PAIR_03290","VP_050","LNP_0294","lnp_id",4
"PAIR_03291","VP_108","LNP_0376","lnp_id",3
"PAIR_03292","VP_167","LNP_0495","lnp_id",2
"PAIR_03293","VP_036","LNP_0361","lnp_id",4
"PAIR_03294","VP_043","LNP_0416","lnp_id",1
"PAIR_03295","VP_034","LNP_0411","lnp_id",1
"PAIR_03296","VP_099","LNP_0306","lnp_id",2
"PAIR_03297","VP_099","LNP_0078","lnp_id",1
"PAIR_03298","VP_005","LNP_0309","lnp_id",2
"PAIR_03299","VP_037","LNP_0471","lnp_id",2
"PAIR_03300","VP_047","LNP_0179","lnp_id",4
"PAIR_03301","VP_004","LNP_0449","lnp_id",3
"PAIR_03302","VP_018","LNP_0139","lnp_id",4
"PAIR_03303","VP_166","LNP_0135","lnp_id",4
"PAIR_03304","VP_035","LNP_0233","lnp_id",2
"PAIR_03305","VP_118","LNP_0167","lnp_id",5
"PAIR_03306","VP_087","LNP_0331","lnp_id",1
"PAIR_03307","VP_106","LNP_0048","lnp_id",1
"PAIR_03308","VP_066","LNP_0165","lnp_id",3
"PAIR_03309","VP_055","LNP_0229","lnp_id",1
"PAIR_03310","VP_097","LNP_0192","lnp_id",1
"PAIR_03311","VP_200","LNP_0237","lnp_id",4
"PAIR_03312","VP_086","LNP_0146","lnp_id",1
"PAIR_03313","VP_082","LNP_0335","lnp_id",1
"PAIR_03314","VP_100","LNP_0418","lnp_id",1
"PAIR_03315","VP_006","LNP_0016","lnp_id",5
"PAIR_03316","VP_182","LNP_0410","lnp_id",2
"PAIR_03317","VP_169","LNP_0211","lnp_id",5
"PAIR_03318","VP_127","LNP_0317","lnp_id",4
"PAIR_03319","VP_077","LNP_0023","lnp_id",1
"PAIR_03320","VP_142","LNP_0266","lnp_id",2
"PAIR_03321","VP_077","LNP_0260","lnp_id",1
"PAIR_03322","VP_009","LNP_0413","lnp_id",5
"PAIR_03323","VP_105","LNP_0153","lnp_id",2
"PAIR_03324","VP_162","LNP_0042","lnp_id",4
"PAIR_03325","VP_076","LNP_0423","lnp_id",4
"PAIR_03326","VP_041","LNP_0048","lnp_id",1
"PAIR_03327","VP_137","LNP_0240","lnp_id",2
"PAIR_03328","VP_082","LNP_0204","lnp_id",3
"PAIR_03329","VP_159","LNP_0017","lnp_id",4
"PAIR_03330","VP_137","LNP_0113","lnp_id",3
"PAIR_03331","VP_104","LNP_0224","lnp_id",1
"PAIR_03332","VP_124","LNP_0068","lnp_id",2
"PAIR_03333","VP_186","LNP_0493","lnp_id",5
"PAIR_03334","VP_165","LNP_0184","lnp_id",5
"PAIR_03335","VP_106","LNP_0207","lnp_id",1
"PAIR_03336","VP_194","LNP_0008","lnp_id",4
"PAIR_03337","VP_020","LNP_0275","lnp_id",2
"PAIR_03338","VP_102","LNP_0337","lnp_id",3
"PAIR_03339","VP_063","LNP_0008","lnp_id",4
"PAIR_03340","VP_100","LNP_0379","lnp_id",4
"PAIR_03341","VP_040","LNP_0110","lnp_id",2
"PAIR_03342","VP_117","LNP_0435","lnp_id",1
"PAIR_03343","VP_016","LNP_0052","lnp_id",3
"PAIR_03344","VP_191","LNP_0004","lnp_id",2
"PAIR_03345","VP_002","LNP_0333","lnp_id",2
"PAIR_03346","VP_172","LNP_0419","lnp_id",4
"PAIR_03347","VP_016","LNP_0220","lnp_id",2
"PAIR_03348","VP_020","LNP_0498","lnp_id",4
"PAIR_03349","VP_065","LNP_0218","lnp_id",3
"PAIR_03350","VP_145","LNP_0153","lnp_id",2
"PAIR_03351","VP_114","LNP_0452","lnp_id",2
"PAIR_03352","VP_009","LNP_0490","lnp_id",5
"PAIR_03353","VP_166","LNP_0409","lnp_id",5
"PAIR_03354","VP_160","LNP_0294","lnp_id",4
"PAIR_03355","VP_089","LNP_0058","lnp_id",3
"PAIR_03356","VP_090","LNP_0447","lnp_id",2
"PAIR_03357","VP_176","LNP_0003","lnp_id",4
"PAIR_03358","VP_032","LNP_0386","lnp_id",1
"PAIR_03359","VP_019","LNP_0386","lnp_id",1
"PAIR_03360","VP_128","LNP_0206","lnp_id",5
"PAIR_03361","VP_079","LNP_0232","lnp_id",4
"PAIR_03362","VP_135","LNP_0288","lnp_id",1
"PAIR_03363","VP_092","LNP_0044","lnp_id",2
"PAIR_03364","VP_131","LNP_0087","lnp_id",2
"PAIR_03365","VP_188","LNP_0204","lnp_id",3
"PAIR_03366","VP_082","LNP_0442","lnp_id",5
"PAIR_03367","VP_051","LNP_0298","lnp_id",3
"PAIR_03368","VP_125","LNP_0146","lnp_id",1
"PAIR_03369","VP_146","LNP_0239","lnp_id",4
"PAIR_03370","VP_025","LNP_0048","lnp_id",1
"PAIR_03371","VP_018","LNP_0106","lnp_id",4
"PAIR_03372","VP_115","LNP_0448","lnp_id",3
"PAIR_03373","VP_127","LNP_0476","lnp_id",1
"PAIR_03374","VP_132","LNP_0117","lnp_id",3
"PAIR_03375","VP_138","LNP_0241","lnp_id",1
"PAIR_03376","VP_019","LNP_0007","lnp_id",3
"PAIR_03377","VP_166","LNP_0095","lnp_id",2
"PAIR_03378","VP_149","LNP_0364","lnp_id",3
"PAIR_03379","VP_164","LNP_0018","lnp_id",1
"PAIR_03380","VP_200","LNP_0211","lnp_id",5
"PAIR_03381","VP_116","LNP_0291","lnp_id",5
"PAIR_03382","VP_071","LNP_0327","lnp_id",5
"PAIR_03383","VP_033","LNP_0175","lnp_id",1
"PAIR_03384","VP_162","LNP_0370","lnp_id",2
"PAIR_03385","VP_013","LNP_0337","lnp_id",3
"PAIR_03386","VP_099","LNP_0023","lnp_id",1
"PAIR_03387","VP_112","LNP_0403","lnp_id",5
"PAIR_03388","VP_109","LNP_0219","lnp_id",3
"PAIR_03389","VP_032","LNP_0428","lnp_id",1
"PAIR_03390","VP_012","LNP_0450","lnp_id",1
"PAIR_03391","VP_004","LNP_0220","lnp_id",2
